year,country,image_url,region_code,region,gdp_per_capita,family,social_support,health_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
2018,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,19.0,Americas,0.668,,1.319,0.7,0.527,0.208,0.128
2016,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,19.0,Americas,0.69384,0.89521,,0.65213,0.46582,0.29773,
2019,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,19.0,Americas,0.694,,1.325,0.835,0.435,0.2,0.127
2017,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,19.0,Americas,0.737299204,1.28721571,,0.653095961,0.447551847,0.301674217,
2015,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2.0,Africa,0.0694,0.77265,,0.29707,0.47692,0.19387,
2018,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2.0,Africa,0.131,,0.867,0.221,0.39,0.175,0.099
2016,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2.0,Africa,0.1327,0.6053,,0.26162,0.38041,0.2097,
2019,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2.0,Africa,0.138,,0.774,0.366,0.318,0.188,0.102
2017,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2.0,Africa,0.161925331,0.993025005,,0.268505007,0.363658696,0.228673846,
2015,Nigeria,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,2.0,Africa,0.65435,0.90432,,0.16007,0.34334,0.27233,
2018,Nigeria,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,2.0,Africa,0.689,,1.172,0.048,0.462,0.201,0.032
2019,Nigeria,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,2.0,Africa,0.696,,1.111,0.245,0.426,0.215,0.041
2016,Nigeria,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,2.0,Africa,0.75216,0.64498,,0.05108,0.27854,0.23219,
2017,Nigeria,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,2.0,Africa,0.783756256,1.215770483,,0.05691573,0.394952565,0.230947196,
2018,Norway,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,150.0,Europe,1.456,,1.582,0.861,0.686,0.286,0.34
2015,Norway,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,150.0,Europe,1.459,1.33095,,0.88521,0.66973,0.34699,
2019,Norway,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,150.0,Europe,1.488,,1.582,1.028,0.603,0.271,0.341
2016,Norway,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,150.0,Europe,1.57744,1.1269,,0.79579,0.59609,0.37895,
2017,Norway,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,150.0,Europe,1.616463184,1.53352356,,0.796666503,0.635422587,0.362012237,
2015,Oman,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg,142.0,Asia,1.36011,1.08182,,0.76276,0.63274,0.21542,
2015,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,142.0,Asia,0.59543,0.41411,,0.51466,0.12102,0.33671,
2018,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,142.0,Asia,0.652,,0.81,0.424,0.334,0.216,0.113
2019,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,142.0,Asia,0.677,,0.886,0.535,0.313,0.22,0.098
2016,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,142.0,Asia,0.68816,0.26135,,0.40306,0.14622,0.31185,
2017,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,142.0,Asia,0.726883531,0.67269069,,0.402047783,0.235215262,0.315446019,
2015,Panama,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,19.0,Americas,1.06353,1.1985,,0.79661,0.5421,0.24434,
2018,Panama,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,19.0,Americas,1.112,,1.438,0.759,0.597,0.125,0.063
2019,Panama,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,19.0,Americas,1.149,,1.442,0.91,0.516,0.109,0.054
2016,Panama,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,19.0,Americas,1.18306,0.98912,,0.70835,0.48927,0.2418,
2017,Panama,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,19.0,Americas,1.233748436,1.373192549,,0.706156135,0.550026834,0.210556939,
2015,Paraguay,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,19.0,Americas,0.75985,1.30477,,0.66098,0.53899,0.3424,
2018,Paraguay,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,19.0,Americas,0.835,,1.522,0.615,0.541,0.162,0.074
2019,Paraguay,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,19.0,Americas,0.855,,1.475,0.777,0.514,0.184,0.08
2016,Paraguay,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,19.0,Americas,0.89373,1.11111,,0.58295,0.46235,0.25296,
2017,Paraguay,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,19.0,Americas,0.932537317,1.50728488,,0.579250693,0.473507792,0.224150658,
2015,Peru,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,19.0,Americas,0.90019,0.97459,,0.73017,0.41496,0.14982,
2018,Peru,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,19.0,Americas,0.934,,1.249,0.674,0.53,0.092,0.034
2019,Peru,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,19.0,Americas,0.96,,1.274,0.854,0.455,0.083,0.027
2016,Peru,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,19.0,Americas,0.99602,0.81255,,0.62994,0.37502,0.14527,
2017,Peru,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,19.0,Americas,1.035225272,1.218770385,,0.630166113,0.450002879,0.126819715,
2015,Philippines,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,142.0,Asia,0.70532,1.03516,,0.58114,0.62545,0.24991,
2018,Philippines,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,142.0,Asia,0.775,,1.312,0.513,0.643,0.12,0.105
2019,Philippines,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,142.0,Asia,0.807,,1.293,0.657,0.558,0.117,0.107
2016,Philippines,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,142.0,Asia,0.81217,0.87877,,0.47036,0.54854,0.21674,
2017,Philippines,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,142.0,Asia,0.857699215,1.253917575,,0.468009055,0.585214674,0.193513423,
2015,Poland,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,150.0,Europe,1.12555,1.27948,,0.77903,0.53122,0.16759,
2018,Poland,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,150.0,Europe,1.176,,1.448,0.781,0.546,0.108,0.064
2019,Poland,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,150.0,Europe,1.206,,1.438,0.884,0.483,0.117,0.05
2016,Poland,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,150.0,Europe,1.24585,1.04685,,0.69058,0.4519,0.14443,
2017,Poland,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,150.0,Europe,1.291787863,1.44571197,,0.699475348,0.520342112,0.158465967,
2015,Portugal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,150.0,Europe,1.15991,1.13935,,0.87519,0.51469,0.13719,
2018,Portugal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,150.0,Europe,1.188,,1.429,0.884,0.562,0.055,0.017
2019,Portugal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,150.0,Europe,1.221,,1.431,0.999,0.508,0.047,0.025
2016,Portugal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,150.0,Europe,1.27607,0.94367,,0.79363,0.44727,0.11691,
2017,Portugal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,150.0,Europe,1.315175295,1.367043018,,0.795843542,0.4984653,0.095102713,
2018,Qatar,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,142.0,Asia,1.649,,1.303,0.748,0.654,0.256,0.171
2019,Qatar,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,142.0,Asia,1.684,,1.313,0.871,0.555,0.22,0.167
2015,Qatar,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,142.0,Asia,1.69042,1.0786,,0.79733,0.6404,0.32573,
2016,Qatar,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,142.0,Asia,1.82427,0.87964,,0.71723,0.56679,0.32388,
2017,Qatar,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,142.0,Asia,1.870765686,1.27429688,,0.710098088,0.604130983,0.33047387,
2015,Romania,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,150.0,Europe,1.04345,0.88588,,0.7689,0.35068,0.13748,
2018,Romania,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,150.0,Europe,1.116,,1.219,0.726,0.528,0.088,0.001
2019,Romania,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,150.0,Europe,1.162,,1.232,0.825,0.462,0.083,0.005
2016,Romania,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,150.0,Europe,1.1697,0.72803,,0.67602,0.36712,0.12889,
2017,Romania,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,150.0,Europe,1.217683911,1.15009129,,0.685158312,0.457003742,0.133519918,
2015,Russia,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,150.0,Europe,1.13764,1.23617,,0.66926,0.36679,0.00199,
2018,Russia,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,150.0,Europe,1.151,,1.479,0.599,0.399,0.065,0.025
2019,Russia,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,150.0,Europe,1.183,,1.452,0.726,0.334,0.082,0.031
2016,Russia,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,150.0,Europe,1.23228,1.05261,,0.58991,0.32682,0.02736,
2017,Russia,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,150.0,Europe,1.281778097,1.469282389,,0.547349334,0.373783112,0.052263822,
2015,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2.0,Africa,0.22208,0.7737,,0.42864,0.59201,0.22628,
2016,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2.0,Africa,0.32846,0.61586,,0.31865,0.5432,0.23552,
2018,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2.0,Africa,0.332,,0.896,0.4,0.636,0.2,0.444
2019,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2.0,Africa,0.359,,0.711,0.614,0.555,0.217,0.411
2017,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2.0,Africa,0.368745893,0.945707023,,0.326424807,0.581843853,0.252756029,
2018,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,142.0,Asia,1.379,,1.331,0.633,0.509,0.098,0.127
2015,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,142.0,Asia,1.39541,1.08393,,0.72025,0.31048,0.13706,
2019,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,142.0,Asia,1.403,,1.357,0.795,0.439,0.08,0.132
2016,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,142.0,Asia,1.48953,0.84829,,0.59267,0.37904,0.15457,
2017,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,142.0,Asia,1.530623555,1.286677599,,0.59014833,0.449750572,0.147616014,
2015,Senegal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,2.0,Africa,0.36498,0.97619,,0.4354,0.36772,0.20843,
2018,Senegal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,2.0,Africa,0.429,,1.117,0.433,0.406,0.138,0.082
2016,Senegal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,2.0,Africa,0.44314,0.77416,,0.40457,0.31056,0.19103,
2019,Senegal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,2.0,Africa,0.45,,1.134,0.571,0.292,0.153,0.072
2017,Senegal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,2.0,Africa,0.479309022,1.179691911,,0.409362853,0.377922267,0.183468893,
2015,Serbia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,150.0,Europe,0.92053,1.00964,,0.74836,0.20107,0.19231,
2018,Serbia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,150.0,Europe,0.975,,1.369,0.685,0.288,0.134,0.043
2019,Serbia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,150.0,Europe,1.004,,1.383,0.854,0.282,0.137,0.039
2016,Serbia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,150.0,Europe,1.03437,0.81329,,0.6458,0.15718,0.20737,
2017,Serbia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,150.0,Europe,1.069317579,1.258189797,,0.650784671,0.208715528,0.220125884,
2018,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2.0,Africa,0.256,,0.813,0.0,0.355,0.238,0.053
2019,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2.0,Africa,0.268,,0.841,0.242,0.309,0.252,0.045
2015,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2.0,Africa,0.33024,0.95571,,0.0,0.4084,0.21488,
2016,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2.0,Africa,0.36485,0.628,,0.0,0.30685,0.23897,
2017,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2.0,Africa,0.368420929,0.984136045,,0.005564754,0.318697691,0.293040901,
2015,Singapore,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,142.0,Asia,1.52186,1.02,,1.02525,0.54252,0.31105,
2018,Singapore,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,142.0,Asia,1.529,,1.451,1.008,0.631,0.261,0.457
2019,Singapore,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,142.0,Asia,1.572,,1.463,1.141,0.556,0.271,0.453
2016,Singapore,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,142.0,Asia,1.64555,0.86758,,0.94719,0.4877,0.32706,
2017,Singapore,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,142.0,Asia,1.69227767,1.353814363,,0.949492395,0.549840569,0.345965981,
2015,Slovakia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,150.0,Europe,1.16891,1.26999,,0.78902,0.31751,0.16893,
2018,Slovakia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,150.0,Europe,1.21,,1.537,0.776,0.354,0.118,0.014
2019,Slovakia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,150.0,Europe,1.246,,1.504,0.881,0.334,0.121,0.014
2016,Slovakia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,150.0,Europe,1.27973,1.08268,,0.70367,0.23391,0.13837,
2017,Slovakia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,150.0,Europe,1.325393558,1.505059242,,0.712732911,0.295817465,0.136544481,
2015,Slovenia,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,150.0,Europe,1.18498,1.27385,,0.87337,0.60855,0.25328,
2018,Slovenia,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,150.0,Europe,1.219,,1.506,0.856,0.633,0.16,0.051
2019,Slovenia,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,150.0,Europe,1.258,,1.523,0.953,0.564,0.144,0.057
2016,Slovenia,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,150.0,Europe,1.29947,1.05613,,0.79151,0.53164,0.25738,
2017,Slovenia,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,150.0,Europe,1.341205955,1.452518821,,0.790828228,0.572575808,0.242649093,
2018,Somalia,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,2.0,Africa,0.0,,0.712,0.115,0.674,0.238,0.282
2019,Somalia,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,2.0,Africa,0.0,,0.698,0.268,0.559,0.243,0.27
2016,Somalia,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,2.0,Africa,0.0,0.33613,,0.11466,0.56778,0.27225,
2017,Somalia,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,2.0,Africa,0.022643184,0.721151352,,0.113989137,0.602126956,0.291631311,
2015,South Africa,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,2.0,Africa,0.92049,1.18468,,0.27688,0.33207,0.11973,
2018,South Africa,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,2.0,Africa,0.94,,1.41,0.33,0.516,0.103,0.056
2019,South Africa,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,2.0,Africa,0.96,,1.351,0.469,0.389,0.13,0.055
2016,South Africa,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,2.0,Africa,1.02416,0.96053,,0.18611,0.42483,0.13656,
2017,South Africa,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,2.0,Africa,1.054698706,1.384788632,,0.18708007,0.479246736,0.13936238,
2019,South Sudan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,2.0,Africa,0.306,,0.575,0.295,0.01,0.202,0.091
2018,South Sudan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,2.0,Africa,0.337,,0.608,0.177,0.112,0.224,0.106
2016,South Sudan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,2.0,Africa,0.39394,0.18519,,0.15781,0.19662,0.25899,
2017,South Sudan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,2.0,Africa,0.397248626,0.601323128,,0.163486004,0.147062436,0.285670817,
2015,Spain,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,150.0,Europe,1.23011,1.31379,,0.95562,0.45951,0.18227,
2018,Spain,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,150.0,Europe,1.251,,1.538,0.965,0.449,0.142,0.074
2019,Spain,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,150.0,Europe,1.286,,1.484,1.062,0.362,0.153,0.079
2016,Spain,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,150.0,Europe,1.34253,1.12945,,0.87896,0.37545,0.17665,
2017,Spain,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,150.0,Europe,1.384397864,1.532090902,,0.8889606,0.40878123,0.190133572,
2015,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142.0,Asia,0.83524,1.01905,,0.70806,0.53726,0.40828,
2018,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142.0,Asia,0.918,,1.314,0.672,0.585,0.307,0.05
2019,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142.0,Asia,0.949,,1.265,0.831,0.47,0.244,0.047
2016,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142.0,Asia,0.97318,0.84783,,0.62007,0.50817,0.46978,
2017,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142.0,Asia,1.009850144,1.259976387,,0.625130832,0.561213255,0.490863562,
2015,Sudan,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Sudan.svg,2.0,Africa,0.52107,1.01404,,0.36878,0.10081,0.19062,
2018,Sudan,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Sudan.svg,2.0,Africa,0.605,,1.24,0.312,0.016,0.134,0.082
2016,Sudan,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Sudan.svg,2.0,Africa,0.63069,0.81928,,0.29759,0.0,0.18077,
2017,Sudan,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Sudan.svg,2.0,Africa,0.659516692,1.21400857,,0.290920824,0.014995855,0.182317451,
2015,Suriname,https://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_Suriname.svg,19.0,Americas,0.99534,0.972,,0.6082,0.59657,0.16991,
2016,Suriname,https://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_Suriname.svg,19.0,Americas,1.09686,0.77866,,0.50933,0.52234,0.16665,
2015,Swaziland,https://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_Swaziland.svg,,,0.71206,1.07284,,0.07566,0.30658,0.18259,
2019,Swaziland,https://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_Swaziland.svg,,,0.811,,1.149,0.0,0.313,0.074,0.135
2015,Sweden,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,150.0,Europe,1.33171,1.28907,,0.91087,0.6598,0.36262,
2018,Sweden,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,150.0,Europe,1.355,,1.501,0.913,0.659,0.285,0.383
2019,Sweden,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,150.0,Europe,1.387,,1.487,1.009,0.574,0.267,0.373
2016,Sweden,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,150.0,Europe,1.45181,1.08764,,0.83121,0.58218,0.38254,
2017,Sweden,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,150.0,Europe,1.494387269,1.478162169,,0.830875158,0.612924099,0.385399252,
2015,Switzerland,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,150.0,Europe,1.39651,1.34951,,0.94143,0.66557,0.29678,
2018,Switzerland,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,150.0,Europe,1.42,,1.549,0.927,0.66,0.256,0.357
2019,Switzerland,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,150.0,Europe,1.452,,1.526,1.052,0.572,0.263,0.343
2016,Switzerland,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,150.0,Europe,1.52733,1.14524,,0.86303,0.58557,0.28083,
2017,Switzerland,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,150.0,Europe,1.564979553,1.516911745,,0.858131289,0.620070577,0.290549278,
2019,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142.0,Asia,0.619,,0.378,0.44,0.013,0.331,0.141
2015,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142.0,Asia,0.6632,0.47489,,0.72193,0.15684,0.47179,
2018,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142.0,Asia,0.689,,0.382,0.539,0.088,0.376,0.144
2016,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142.0,Asia,0.74719,0.14866,,0.62994,0.06912,0.48397,
2017,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142.0,Asia,0.777153134,0.396102607,,0.500533342,0.081539445,0.493663728,
2015,Tajikistan,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,142.0,Asia,0.39047,0.85563,,0.57379,0.47216,0.22974,
2018,Tajikistan,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,142.0,Asia,0.474,,1.166,0.598,0.292,0.187,0.034
2016,Tajikistan,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,142.0,Asia,0.48835,0.75602,,0.53119,0.43408,0.25998,
2019,Tajikistan,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,142.0,Asia,0.493,,1.098,0.718,0.389,0.23,0.144
2017,Tajikistan,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,142.0,Asia,0.524713635,1.271463275,,0.529235125,0.471566707,0.248997644,
2015,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2.0,Africa,0.2852,1.00268,,0.38215,0.32878,0.34377,
2018,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2.0,Africa,0.455,,0.991,0.381,0.481,0.27,0.097
2016,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2.0,Africa,0.47155,0.77623,,0.357,0.3176,0.31472,
